坎	1
韶	-1
喃	-1
遺	-1
咆	-1
技	1
烏	0
縛	-1
哮	-1
凜	-1
昭	-1
鳴	1
哄	-1
搔	-1
鏢	-1
妊	-1
霾	-1
輒	-1
宿	-1
砝	-1
狐	1
霪	-1
嘹	-1
困	1
怖	-1
疝	1
氟	1
賤	-1
擰	-1
羅	-1
際	1
皈	-1
搬	-1
乍	-1
蜂	-1
鹿	0
帆	-1
吭	-1
集	-1
闆	-1
屢	1
村	1
稀	-1
槌	-1
杵	-1
嚐	-1
苞	-1
摘	-1
憩	1
琳	-1
鄰	-1
免	0
鄒	-1
捩	-1
磚	1
莢	1
彰	1
蛋	1
稼	-1
鰭	-1
屏	-1
饒	-1
告	1
鬨	-1
譯	-1
恐	1
癌	-1
阱	-1
刨	-1
鶴	1
恿	1
醒	-1
囈	-1
梅	-1
證	-1
瓏	1
速	-1
抒	-1
螞	1
井	-1
好	1
彼	1
徬	-1
皴	1
縲	-1
窕	-1
蘇	-1
呶	-1
瞰	-1
贖	-1
贈	-1
傅	-1
渭	-1
彭	1
岑	-1
鞋	-1
卯	1
稱	-1
軼	-1
菁	-1
曙	-1
墊	1
酵	-1
餐	1
飽	-1
扇	-1
養	1
荔	-1
故	-1
庇	1
玨	-1
祐	-1
偏	-1
祇	-1
縑	-1
螂	-1
讖	-1
孩	-1
廚	-1
豕	0
礬	1
灣	-1
選	-1
俟	-1
惶	-1
弓	0
軟	1
划	-1
倒	-1
境	-1
容	1
矩	-1
卉	1
糖	-1
憶	-1
名	1
躍	-1
附	-1
薯	-1
鶯	1
茫	-1
盔	1
祁	-1
離	1
松	-1
慕	-1
橡	-1
陵	-1
隍	-1
淡	-1
經	-1
孤	1
牖	-1
僑	-1
辣	-1
防	1
按	-1
欖	-1
汀	-1
餿	-1
虧	-1
緻	-1
褒	-1
蹤	-1
明	1
近	1
琪	1
芬	-1
浩	-1
睪	-1
邵	-1
締	-1
詞	-1
烊	1
借	-1
洱	1
蹺	-1
裨	1
傑	-1
叢	-1
蔔	-1
便	1
尺	-1
突	-1
蘭	-1
蹲	-1
逸	-1
呻	-1
俳	1
掖	-1
趟	-1
敝	-1
恭	-1
萼	-1
今	-1
幀	-1
犄	-1
逗	1
蹶	-1
躬	1
鷓	1
黑	0
鵲	1
與	0
唯	1
睡	1
點	-1
琵	1
濺	-1
硬	1
荏	-1
家	1
愉	-1
濠	-1
星	1
色	0
詠	-1
讒	-1
凋	-1
敵	-1
宋	1
乾	-1
抬	-1
粒	1
脩	-1
攝	-1
舵	-1
溶	-1
滋	-1
炊	1
婀	-1
湖	-1
訛	-1
鑿	1
炫	1
最	-1
顯	1
澡	-1
麓	1
芭	-1
因	1
荻	-1
莒	-1
蕭	-1
閱	-1
耀	-1
廣	-1
權	-1
激	-1
鼠	0
捶	1
毆	1
淺	-1
痱	1
戮	1
茁	-1
鯨	-1
更	0
郁	-1
希	-1
後	-1
餽	-1
使	1
嘴	-1
撤	-1
飾	-1
冑	-1
熱	-1
盯	-1
論	-1
脖	-1
府	-1
牟	1
怨	1
泛	-1
瑯	-1
犬	0
雋	0
俘	-1
慘	-1
峽	1
坦	-1
旎	-1
忝	-1
絕	-1
衍	-1
誼	-1
腔	-1
輩	1
塗	1
煦	-1
牒	-1
編	-1
撈	-1
妞	-1
瞳	-1
虔	1
默	1
濘	-1
甦	1
花	-1
嬪	-1
姍	1
粹	-1
臥	1
魅	-1
檜	-1
線	-1
者	-1
踱	-1
錚	-1
鎢	1
駛	-1
縷	-1
巫	0
嗜	-1
苔	-1
嘛	1
垣	-1
否	1
耗	1
貓	-1
柏	1
臍	-1
迪	-1
鋪	1
顆	1
毀	1
順	1
休	1
弟	-1
娃	-1
鞣	-1
極	1
漢	0
衝	-1
曷	-1
萌	-1
輾	-1
佾	-1
安	1
帑	1
鏟	-1
髓	-1
弘	1
越	-1
鏝	-1
俯	-1
呷	-1
昀	-1
業	-1
詩	-1
飼	-1
菽	-1
佑	-1
溜	1
葦	1
駁	1
啞	1
軋	-1
祠	-1
謎	-1
鋁	-1
豌	-1
韋	0
手	0
后	1
棒	1
儔	-1
漪	-1
箝	-1
奸	1
滑	1
絨	-1
織	-1
蜻	-1
鈷	-1
髦	1
崛	-1
閤	-1
魘	1
潼	-1
饞	-1
羞	-1
且	-1
釘	-1
襄	-1
萸	1
干	0
晝	-1
樣	-1
則	-1
藺	-1
蜥	-1
到	-1
輜	-1
漕	1
折	1
嗣	-1
軒	1
霆	-1
初	1
吳	1
息	1
接	-1
熨	1
瞞	-1
悟	-1
楔	-1
畝	-1
妝	1
曰	0
煌	-1
疼	-1
貫	1
鈴	-1
莽	-1
葬	1
諭	-1
亥	1
臘	-1
控	-1
孿	1
示	0
段	0
贗	1
袈	1
月	0
屠	-1
舢	1
榜	-1
貼	-1
瑩	1
屯	0
笆	-1
方	0
候	1
哀	-1
承	-1
校	-1
蠹	0
捧	1
喝	-1
導	1
舌	0
估	-1
兼	0
剩	-1
蚱	-1
茄	-1
策	-1
藍	-1
妃	1
婚	-1
較	-1
罈	-1
鮫	-1
懈	-1
豎	1
細	-1
萃	-1
呂	1
焚	1
七	0
禦	1
域	-1
放	-1
廓	-1
嬉	-1
肯	-1
像	-1
舐	1
已	-1
兆	-1
縊	-1
剋	-1
剪	1
薄	-1
鄧	-1
塢	1
佝	-1
汗	1
拓	1
橇	-1
媛	-1
吝	1
迎	-1
喂	-1
鳳	-1
寧	-1
慷	-1
端	-1
賊	-1
繪	-1
琺	-1
粥	1
鐲	-1
祖	-1
脫	-1
贓	-1
期	1
霸	-1
釣	-1
閂	1
灘	1
蜿	-1
賂	-1
琉	-1
蹂	-1
劉	0
籲	-1
矓	1
誣	1
尾	1
引	1
鑑	-1
怵	-1
岸	-1
怎	1
黯	1
瘠	1
涮	-1
霹	-1
袒	-1
撓	-1
閥	-1
蛄	-1
磕	-1
欺	1
紊	1
憧	-1
斑	-1
溘	-1
霎	-1
戳	1
讓	-1
研	-1
簾	-1
嬝	1
揪	-1
汾	-1
淅	-1
煮	-1
瘀	-1
皿	0
紳	-1
攪	-1
葉	-1
噬	-1
妒	-1
板	-1
父	0
雯	1
餓	-1
渤	-1
騙	-1
刻	-1
卮	-1
杜	1
監	-1
哥	-1
瘍	-1
垠	1
喳	-1
短	1
痺	1
鏽	-1
拗	-1
株	-1
涉	-1
立	0
嚶	-1
墮	1
晶	-1
章	-1
峻	-1
咋	-1
孓	-1
乃	1
燮	1
現	1
苜	1
褂	-1
諺	-1
藪	-1
篛	-1
檀	-1
軍	1
綑	-1
熟	-1
費	1
筠	-1
癥	-1
羋	0
疚	-1
弱	-1
塘	-1
寒	-1
晤	-1
藝	-1
隧	-1
敬	-1
冒	-1
伸	-1
漂	-1
惆	-1
哼	-1
茅	1
顧	1
昂	-1
拯	-1
斃	-1
漓	-1
扎	-1
綿	-1
坑	-1
惦	-1
仰	-1
聱	1
佞	-1
三	1
廢	-1
綞	-1
器	-1
涼	-1
墀	-1
翱	1
卒	1
罷	-1
樵	-1
競	-1
遭	1
勿	1
既	0
黷	-1
咬	-1
叉	1
掠	-1
竅	-1
挽	1
正	1
骸	-1
沮	-1
嘎	-1
尉	1
譬	-1
詫	-1
漲	-1
題	1
辰	0
遼	-1
旗	1
謹	-1
過	-1
誓	-1
准	1
舶	1
嫵	-1
牽	0
鈣	-1
遠	-1
杷	-1
袖	-1
紇	-1
簿	-1
驢	-1
噹	-1
爨	-1
磺	-1
耙	-1
糯	-1
霧	-1
漆	-1
服	-1
恨	1
藏	-1
煤	-1
鵪	1
阪	-1
佛	1
血	0
袱	-1
焉	0
謠	-1
繅	-1
什	1
很	1
晏	-1
簍	1
磋	-1
蚤	-1
褻	-1
尿	1
農	1
架	-1
打	-1
閒	1
芥	-1
裝	1
鏍	-1
它	1
售	1
岱	1
印	0
果	0
詰	-1
世	-1
怏	-1
諫	-1
傀	1
卡	1
輔	1
掀	-1
斯	1
蝗	-1
賜	-1
嶼	1
俱	-1
淪	-1
霽	1
燃	-1
疑	1
誌	-1
棘	-1
至	0
晰	-1
厄	-1
蠔	-1
佃	1
暮	1
裔	-1
貳	1
櫓	-1
邱	-1
鍍	-1
鬼	0
窗	-1
齜	-1
咖	-1
踏	-1
純	-1
官	-1
滾	-1
召	1
剖	-1
譎	-1
捻	-1
層	-1
鉸	-1
斂	-1
帶	0
岷	-1
稟	1
隴	1
呼	-1
獲	-1
皺	1
爪	0
垢	-1
晒	-1
遴	-1
尖	1
抗	-1
倉	-1
省	1
枋	1
拾	-1
櫚	-1
糟	1
互	-1
惟	1
藕	-1
傻	-1
要	1
商	-1
債	-1
噸	-1
底	-1
汙	-1
仍	-1
窯	-1
科	1
臧	1
蘗	-1
邁	-1
鈉	-1
歐	1
貴	1
傷	-1
戛	1
搞	1
供	-1
彿	1
撥	-1
返	-1
燻	-1
嗎	1
蕃	-1
噪	-1
誠	-1
利	-1
娠	1
囂	-1
妁	-1
峪	1
鉀	-1
鐃	-1
猴	-1
琶	-1
敲	1
戈	0
羿	1
弭	1
摸	-1
菠	-1
荀	-1
訟	-1
踹	-1
感	-1
耽	-1
咳	-1
蝌	-1
插	-1
疲	1
釐	1
姆	-1
矯	-1
靼	-1
粵	-1
瀨	-1
磯	1
妍	-1
欽	1
確	-1
沅	-1
亂	-1
熔	-1
臂	-1
戍	1
冗	1
券	-1
齟	-1
暢	-1
交	1
枕	-1
飪	-1
溉	1
夤	-1
亨	-1
恰	-1
穢	-1
究	-1
腐	1
韭	0
歧	1
復	-1
孀	-1
槐	1
粗	-1
綱	-1
排	1
噯	-1
澄	-1
玀	-1
曦	1
斐	1
上	1
嚷	-1
勞	1
牧	-1
醋	-1
缽	-1
詼	-1
橘	-1
淫	-1
蟒	-1
瞟	-1
蜓	-1
迫	1
劑	-1
樅	-1
孜	-1
氯	-1
宸	1
呈	-1
晴	-1
貿	0
嘔	-1
悽	1
翻	1
挑	-1
有	1
亦	0
固	-1
棠	-1
輛	1
開	-1
昆	1
摯	1
探	-1
未	-1
吏	0
霍	1
靛	-1
憔	-1
喉	-1
嚴	-1
走	0
獨	-1
步	-1
禾	0
聾	1
楨	-1
持	-1
相	1
篤	1
將	1
肺	-1
嘍	1
能	-1
乩	-1
掬	-1
留	0
喇	-1
儂	-1
性	1
梯	-1
鴣	1
姐	-1
鑣	-1
看	1
奎	-1
疤	-1
梵	-1
郭	-1
厭	-1
筏	-1
蓋	-1
猜	-1
燜	-1
畔	1
壟	1
崇	-1
陳	-1
樟	-1
毽	-1
爾	0
丙	-1
降	-1
躑	-1
忿	1
瘉	-1
諍	-1
咨	1
本	-1
鱖	-1
盾	-1
介	1
蔥	-1
乎	-1
娌	1
瀚	-1
蜇	1
優	-1
庚	0
隻	1
鍰	-1
竿	1
倀	1
傾	-1
琊	-1
潤	-1
蛤	-1
囚	1
氳	-1
強	-1
蛙	-1
慄	-1
崎	-1
罟	-1
菅	-1
崁	-1
窖	-1
軌	-1
磅	-1
獺	-1
丁	1
號	-1
跪	-1
鶉	1
錢	-1
嶝	-1
萬	-1
梭	-1
函	0
癸	-1
羚	-1
蜃	1
情	-1
幣	1
蹉	-1
蕩	-1
萄	-1
頓	1
諷	1
醫	1
詢	-1
隆	-1
忙	-1
妨	1
礦	-1
滌	-1
單	0
溝	-1
慍	-1
倦	-1
砂	-1
綜	-1
蝠	-1
聞	1
鴛	1
拆	1
濡	-1
搾	-1
髒	-1
管	-1
僅	-1
秩	-1
隘	-1
髭	-1
潭	-1
緞	-1
婪	1
捂	-1
腥	-1
活	1
照	-1
稠	-1
嗷	-1
草	-1
認	-1
仄	1
創	-1
籍	-1
餉	-1
跨	-1
掏	-1
那	0
揍	-1
派	-1
淋	-1
嗡	-1
奢	-1
幻	-1
硼	-1
葡	-1
扶	1
冕	-1
蚌	-1
聳	1
踟	-1
範	-1
也	-1
皮	0
睽	-1
的	-1
赦	-1
體	-1
奚	-1
枯	-1
箭	-1
抖	1
臚	-1
鑒	1
轍	-1
扁	-1
犯	-1
鐸	-1
原	1
割	-1
爹	-1
渡	-1
鞍	-1
矗	-1
靶	-1
添	-1
孕	1
館	-1
咦	1
嫩	-1
窄	-1
骨	0
弛	-1
幹	-1
濬	-1
毯	-1
貍	1
盡	1
瀏	1
往	-1
箱	-1
胄	-1
闋	-1
氣	1
朱	-1
塵	1
舟	0
扛	1
麂	-1
楚	1
托	-1
拜	-1
裴	1
波	1
結	-1
鸚	1
邢	-1
賈	1
襪	-1
賅	-1
旨	1
蓉	-1
啤	1
鏘	-1
構	-1
撒	-1
沼	-1
暨	-1
蛟	-1
朝	1
享	1
卦	1
惰	1
遞	-1
鍥	-1
鏑	-1
戴	-1
鹽	1
匍	1
裳	1
門	0
矛	0
骰	1
癬	-1
圯	-1
桃	-1
滅	-1
頹	1
宙	-1
滇	-1
爭	0
罵	1
彬	1
該	-1
鷂	1
嫘	-1
僱	-1
灰	-1
磐	1
盲	1
綁	-1
番	1
窪	-1
邂	-1
躺	-1
巳	-1
崖	-1
舅	-1
踩	-1
套	-1
拖	-1
佣	1
叼	-1
宦	1
弁	1
抿	-1
致	-1
親	1
拽	-1
躡	-1
太	1
疽	-1
沿	-1
環	-1
紡	-1
襖	-1
黨	1
哈	-1
羈	-1
鈐	-1
糕	-1
擒	-1
盃	1
卑	0
顫	1
肌	-1
挨	-1
副	-1
冀	-1
釧	-1
慎	-1
咚	-1
天	1
葛	-1
礪	-1
擄	-1
形	1
矢	0
憲	-1
河	-1
偃	-1
輪	-1
蟆	-1
舷	1
沈	-1
難	0
嗟	-1
啊	-1
羲	0
躇	-1
堵	-1
啕	-1
緣	-1
鴉	1
愴	-1
砧	-1
咪	1
畦	-1
盟	1
絆	-1
拇	-1
擎	1
氾	-1
球	1
竹	0
項	1
嘻	-1
誑	-1
頸	1
嫡	-1
艦	-1
萎	-1
顱	1
年	-1
約	-1
硯	1
梳	-1
呃	-1
懇	1
理	1
遲	1
尤	1
薔	1
聘	-1
暉	-1
荸	-1
隅	-1
宣	-1
櫝	-1
物	-1
炎	1
春	1
森	-1
尬	-1
稍	-1
癩	-1
訐	1
諾	-1
比	0
昨	-1
湛	1
脈	-1
深	-1
袞	-1
軛	-1
啻	1
鳶	1
渾	-1
倏	-1
救	-1
燒	-1
秧	-1
詁	-1
髏	1
愜	-1
鷥	1
齊	0
註	-1
御	-1
齦	1
囊	0
延	0
壕	-1
哉	1
怡	-1
菩	-1
褐	-1
推	1
姊	-1
拷	-1
賣	-1
冰	1
燭	-1
紉	-1
鴒	1
堡	1
績	-1
扉	-1
麾	1
杖	-1
炕	-1
護	-1
迄	-1
攏	1
鰻	-1
造	-1
迦	-1
毛	0
狷	-1
祺	-1
舔	-1
荒	-1
蚶	1
孰	1
魔	1
跡	1
妙	-1
悌	-1
成	-1
倭	-1
小	0
課	1
埤	1
賴	-1
腆	-1
野	-1
榕	-1
皰	-1
梢	-1
己	0
雞	1
鑾	1
鼕	-1
領	1
材	-1
諦	-1
田	0
陶	-1
巨	-1
蓮	-1
武	1
榭	-1
爬	-1
狼	-1
摑	-1
孔	-1
跎	-1
丕	1
第	-1
替	1
篩	-1
谷	0
東	-1
鍛	1
蒜	-1
哪	1
寺	-1
吋	1
沫	-1
糞	-1
牛	0
鑼	-1
伴	1
兕	1
禿	1
肢	-1
罹	-1
連	1
鋼	-1
縮	-1
刮	-1
陸	-1
常	1
頊	1
包	-1
靂	-1
紫	1
肘	-1
辦	1
檔	-1
龔	-1
聽	-1
臨	-1
呱	1
玲	-1
朋	1
悄	-1
忌	1
臃	-1
孫	-1
燴	-1
婷	-1
唾	1
膊	-1
處	-1
顎	1
樊	1
閨	-1
瞭	-1
舛	0
鱗	-1
鬧	-1
遊	-1
秣	-1
蠻	1
宵	-1
簫	-1
億	-1
味	-1
褥	-1
裸	1
簽	-1
娼	-1
寇	1
彩	1
捏	-1
撫	-1
徽	-1
疳	1
翼	-1
辮	1
僥	-1
係	-1
播	-1
朕	-1
終	-1
獰	-1
跑	-1
吾	1
淮	1
巷	-1
飧	1
鴦	1
披	1
瘴	-1
殮	-1
實	-1
筐	-1
胞	-1
雍	1
竇	-1
公	1
曾	-1
桌	-1
凡	1
康	1
吊	1
悴	-1
擘	1
磊	-1
蘸	-1
勛	1
版	-1
雹	-1
先	1
沛	-1
頷	1
淒	1
巒	1
惘	-1
束	-1
匪	1
奏	-1
棉	-1
耍	1
賀	1
菲	1
軔	-1
納	-1
迺	-1
據	-1
侏	-1
菱	-1
嗾	-1
睨	-1
嘀	-1
屍	-1
耶	-1
澹	-1
鄉	1
祆	-1
烤	-1
招	-1
找	1
輓	1
電	0
狙	-1
扳	-1
溺	-1
潔	-1
濁	-1
爛	-1
汰	-1
騾	-1
紜	-1
剜	-1
儈	-1
迷	1
影	1
鋸	-1
錐	1
煎	-1
始	-1
瘧	1
牝	1
呀	1
仇	-1
歲	-1
苧	-1
斬	1
雅	1
蛔	-1
暗	1
圳	-1
蠶	-1
胱	-1
萍	-1
餛	-1
跌	-1
覓	1
篇	-1
用	0
擲	-1
趣	-1
生	0
釀	-1
匆	0
鼬	-1
顓	1
庵	-1
浦	1
簞	1
填	-1
悵	1
薰	-1
佩	-1
博	-1
摩	1
隊	-1
險	-1
頤	-1
祈	-1
燄	-1
畫	1
貯	-1
急	1
憾	-1
鳥	0
共	1
肱	-1
崑	-1
梆	-1
磁	-1
庾	1
聿	0
訝	1
隕	-1
亙	0
剽	-1
嶇	-1
倡	-1
跳	-1
噩	0
濾	-1
穡	1
里	0
蟀	1
足	0
倫	-1
穹	1
趴	1
徘	1
莖	-1
榴	1
遵	-1
獗	-1
鵝	1
翩	1
溼	-1
豁	1
謗	-1
殺	-1
灼	-1
繃	-1
詐	-1
醜	1
鰾	-1
宅	-1
陋	-1
貪	1
貧	1
董	-1
右	1
抑	-1
泰	-1
瓣	1
碼	1
穀	-1
魁	1
興	-1
靖	-1
談	-1
懸	1
洽	-1
赳	-1
僻	-1
冠	-1
椅	-1
戕	1
徵	-1
絲	-1
皚	-1
蒿	1
跋	-1
閩	1
檸	-1
枝	1
氛	-1
攀	1
截	1
溪	-1
怠	1
螃	-1
哦	-1
掙	1
佇	-1
話	1
平	0
楠	-1
喻	-1
彗	-1
柱	-1
烹	-1
爸	-1
玖	-1
彎	1
瑜	-1
閭	-1
住	-1
渝	-1
蒞	-1
麟	-1
鏖	-1
棲	1
蟹	1
頰	1
咸	1
串	0
墜	1
誤	-1
鴆	1
帕	1
柑	1
備	-1
何	-1
鞘	-1
廟	-1
搶	-1
晦	-1
乙	0
愈	-1
膩	-1
誰	1
勉	1
字	1
靄	-1
羯	-1
芝	1
除	-1
獷	-1
嗯	-1
媚	-1
惕	-1
淨	1
牌	1
等	-1
髯	-1
洪	-1
肫	-1
閔	1
蹊	-1
淳	-1
阻	-1
烘	-1
杞	1
壺	0
犒	1
禮	-1
傲	-1
榷	-1
閘	-1
綠	-1
惴	-1
唬	-1
玷	-1
孵	-1
匏	-1
作	-1
違	1
銅	-1
加	1
鴻	-1
吃	-1
躂	-1
菰	-1
應	1
依	1
命	-1
蚪	1
少	1
稿	1
隔	1
毒	-1
虎	-1
需	1
筆	1
琥	-1
旋	-1
屜	-1
摒	-1
跚	-1
捎	-1
算	-1
肓	-1
末	-1
潘	-1
璽	1
貨	1
喀	-1
犖	1
梟	0
礎	-1
衛	-1
采	1
鵬	1
踫	-1
棧	-1
彆	1
略	-1
辜	1
浸	-1
襲	1
歿	1
美	1
袂	-1
姚	-1
倍	-1
委	1
框	-1
炮	-1
孚	1
崔	1
療	-1
臆	-1
柯	-1
床	1
霖	-1
貞	1
莠	-1
膏	-1
丟	1
慮	-1
硫	-1
韌	-1
午	1
憤	-1
胎	-1
袍	-1
報	-1
驚	1
展	1
育	-1
湧	-1
蓄	-1
萋	1
罄	1
訣	-1
冤	-1
怔	-1
夥	-1
系	1
臭	-1
愿	-1
叭	1
舀	1
輦	1
鍵	-1
促	1
鑠	-1
掣	1
樁	-1
陲	1
祗	-1
羊	0
真	-1
釋	-1
纖	-1
娣	-1
啦	-1
侖	-1
杭	-1
傭	-1
義	-1
芽	1
鬥	0
鬱	1
兮	-1
敘	-1
吻	-1
簧	-1
蟯	-1
賠	-1
追	-1
鄹	-1
刷	-1
孳	1
昌	1
舒	-1
驕	-1
旺	-1
夸	-1
克	1
銓	-1
雄	1
鰥	-1
齷	-1
由	-1
鎂	-1
鈔	-1
之	0
彪	1
煜	-1
婆	1
穴	0
肚	-1
鏗	-1
麒	1
塞	1
祝	-1
縈	1
褸	1
擁	-1
霑	-1
戶	0
奠	1
膨	-1
煙	-1
樹	-1
腺	-1
鮑	-1
蝙	-1
寨	-1
僮	-1
區	-1
從	-1
憬	-1
財	-1
痲	-1
童	1
胡	-1
募	1
匠	1
肄	1
客	-1
戎	-1
鴨	1
瑛	-1
組	-1
脅	-1
複	-1
燧	-1
氓	-1
臉	-1
淤	-1
師	-1
誡	-1
儉	-1
帳	1
羸	-1
劇	-1
清	-1
睞	1
劫	1
基	1
撞	-1
轎	-1
培	-1
奉	0
淆	-1
碟	-1
簪	-1
置	-1
蓬	-1
賑	1
訥	-1
坏	1
瘁	-1
拋	-1
漩	-1
芳	1
翕	1
掛	-1
前	-1
慰	1
覺	1
退	1
遐	-1
怯	-1
襠	-1
可	1
肪	-1
屹	-1
瞬	-1
翰	1
室	1
慾	1
緊	1
擇	-1
魄	1
蔭	-1
首	0
瞄	-1
伏	1
抱	-1
韻	-1
囪	0
徇	-1
顰	1
駿	-1
古	1
茲	-1
亮	-1
變	-1
夾	0
琿	-1
妤	-1
網	-1
逖	-1
職	-1
渲	-1
桓	-1
睿	-1
般	1
榨	-1
倔	-1
機	1
颳	1
疾	1
婿	-1
枚	-1
嫦	-1
婁	0
雇	-1
谿	1
飄	1
朧	1
發	-1
綾	-1
類	-1
鏤	1
守	1
浪	-1
紛	-1
唉	-1
甄	1
猶	-1
磬	1
纜	-1
醞	-1
陷	-1
翡	1
君	1
啣	-1
梗	1
普	1
茂	-1
榆	-1
挈	1
症	-1
下	1
代	1
卿	0
妣	1
吒	-1
地	-1
良	-1
輝	-1
匡	-1
涎	1
琢	-1
油	-1
京	1
褶	-1
皇	-1
濫	-1
沐	1
宏	-1
中	0
塊	1
夔	-1
沉	-1
犛	1
鷹	1
申	-1
廉	1
潸	-1
秀	-1
嶽	-1
匱	-1
滔	-1
餵	-1
隋	1
渥	-1
融	1
鼻	0
舜	1
慨	-1
譏	1
褚	-1
濤	-1
絹	-1
妻	0
吱	1
冊	0
冷	-1
櫥	-1
鏃	-1
柵	1
蕙	1
配	1
坊	1
薩	-1
騎	-1
悠	1
麼	1
寄	-1
翅	1
鵡	1
菴	-1
塾	1
塌	-1
梓	1
鄱	-1
臀	-1
頂	1
鯽	-1
奴	1
閃	1
通	-1
湔	-1
庶	-1
恃	-1
蔓	-1
縫	-1
九	-1
噢	-1
員	1
件	1
証	-1
辭	1
羶	-1
斥	0
燈	-1
佳	-1
臻	-1
琴	-1
尹	0
具	-1
臬	-1
朴	1
佔	-1
漾	-1
揀	-1
昔	1
羹	-1
狄	1
盜	1
澤	-1
苒	-1
謂	-1
齣	-1
蕈	-1
格	-1
簸	-1
圓	-1
笛	-1
碳	-1
槓	-1
卞	-1
幢	-1
貉	-1
醃	-1
繆	-1
餡	-1
邸	-1
兇	1
嘆	0
濟	1
遨	-1
巢	1
允	1
馴	-1
映	-1
槨	-1
溫	-1
趨	-1
桐	-1
山	0
癘	-1
脯	-1
帛	1
心	0
吸	-1
褫	-1
豔	-1
牲	1
笞	-1
芹	1
鬍	-1
徑	-1
然	-1
蝶	-1
趙	-1
搪	-1
邦	-1
煬	-1
氐	-1
鱉	1
忱	-1
蠢	-1
八	0
蛹	-1
枉	-1
蜀	-1
錠	-1
妯	-1
晚	1
序	-1
庫	1
氮	-1
碩	1
褲	-1
鑽	-1
士	0
渠	-1
燬	-1
全	-1
肛	-1
鬲	0
堊	1
仞	-1
況	-1
跛	1
趁	-1
劃	-1
懦	-1
匯	-1
戾	-1
只	1
勘	1
栩	1
盍	1
颺	-1
銘	-1
拴	-1
爺	-1
泱	-1
瑞	-1
我	-1
寓	-1
藹	-1
規	1
攣	1
適	-1
霏	1
樺	1
洞	-1
意	1
豹	-1
囀	-1
猿	-1
林	1
似	-1
法	-1
緝	-1
紅	-1
萱	-1
陀	-1
腮	-1
舞	1
次	-1
嫁	-1
覃	-1
酗	-1
她	-1
們	1
膳	-1
逃	-1
宴	-1
窮	-1
藉	-1
滓	-1
鄂	-1
鄭	-1
醺	-1
猖	-1
纏	-1
狸	1
纂	1
幌	-1
彙	1
揣	-1
兔	-1
搏	-1
牢	1
橙	-1
吁	-1
旦	1
馬	0
檄	-1
腑	-1
了	1
譚	-1
囤	1
贊	1
誇	-1
岔	1
裡	1
吼	-1
瞽	1
矚	1
擾	-1
痔	-1
弈	1
眷	-1
垃	1
挖	-1
捐	-1
雛	1
璩	-1
礫	-1
跺	-1
舂	1
蟻	-1
暹	1
哎	-1
罕	1
苦	-1
庖	-1
拙	-1
莓	-1
雪	1
城	-1
達	-1
紀	-1
樞	-1
翟	1
艾	-1
鈸	-1
弊	1
睛	-1
詭	-1
馳	-1
樓	1
湘	-1
澧	-1
瓊	-1
日	0
髻	-1
蝕	-1
佗	-1
睫	-1
鍾	-1
每	-1
轉	1
鯧	-1
蹬	-1
履	-1
齋	1
州	-1
戌	1
島	0
秦	1
勃	1
刈	-1
瘓	-1
筷	-1
奧	1
裟	1
穎	1
饑	-1
鷺	1
詬	-1
求	0
虐	0
輊	1
畢	0
試	-1
輸	-1
駝	-1
嘩	1
拐	-1
庭	-1
